,User-ID,User-City,User-State,User-Country,User-Age
101,643,grenoble,,france,23.0
102,649,san diego,california,usa,37.425643879977734
103,650,santa cruz,california,usa,37.425643879977734
104,651,interlachen,florida,usa,26.0
105,657,chattanooga,tennessee,usa,37.425643879977734
106,660,New York,new york,usa,37.425643879977734
107,677,baton rouge,louisiana,usa,27.0
108,683,union,illinois,usa,28.0
109,685,stevens point,wisconsin,usa,21.0
110,695,alphen aan den rijn,zuid holland,netherlands,34.248520710059175
111,709,roanoke,virginia,usa,14.0
112,712,pratteln,baselland,switzerland,29.0
113,713,abingdon,,united kingdom,49.0
114,714,austin,texas,usa,37.425643879977734
115,717,spring hill,florida,usa,37.425643879977734
116,726,eatontown,new jersey,usa,31.0
117,728,welsh,louisiana,usa,37.425643879977734
118,735,cortland,new york,usa,29.0
119,741,novinger,missouri,usa,16.0
120,744,ocala,florida,usa,48.0
121,746,longmont,colorado,usa,36.0
122,753,stockton,california,usa,37.425643879977734
123,756,scranton,pennsylvania,usa,37.425643879977734
124,757,philadelphia,pennsylvania,usa,29.0
125,758,duesseldorf,,germany,31.28014705882353
126,759,primm springs,tennessee,usa,37.425643879977734
127,763,oakland,california,usa,37.425643879977734
128,765,york,pennsylvania,usa,37.425643879977734
129,769,birmingham,alabama,usa,37.425643879977734
130,771,ft. sill,oklahoma,usa,38.0
131,774,wentzville,missouri,usa,16.0
132,776,auckland,,new zealand,23.0
133,777,portland,,unknown,13.0
134,778,bradenton,florida,usa,37.425643879977734
135,780,woodland hills,california,usa,37.425643879977734
136,785,burbank,california,usa,37.425643879977734
137,786,panhandle,texas,usa,48.0
138,805,sonoma,california,usa,34.0
139,818,selangor,southeast asia,malaysia,25.379310344827587
140,819,deer park,new york,usa,37.425643879977734
141,824,albuquerque,new mexico,usa,15.0
142,827,mason city,iowa,usa,37.425643879977734
143,828,albuquerque,new mexico,usa,35.0
144,834,rockville,maryland,usa,17.0
145,843,deer lodge,tennessee,usa,25.0
146,850,bremen,bremen,germany,22.0
147,853,chesterfield,michigan,usa,24.0
148,882,berkeley,california,usa,23.0
149,883,brookfield,connecticut,usa,43.0
150,886,bozeman,montana,usa,37.425643879977734
151,887,castaic,california,usa,30.0
152,896,,wales,united kingdom,27.0
153,899,bielefeld,,germany,23.0
154,900,scranton,pennsylvania,usa,25.0
155,901,worcester,worcestershire,united kingdom,21.0
156,902,overland,missouri,usa,18.0
157,903,los angeles,california,usa,19.0
158,913,manchester,lancs,united kingdom,44.0
159,915,humble,texas,usa,50.0
160,929,king of prussia,,unknown,36.0
161,938,calgary,alberta,canada,55.0
162,941,bend,oregon,usa,37.425643879977734
163,951,aglaura,new jersey,usa,37.425643879977734
164,965,las cruces,new mexico,usa,24.0
165,969,river forest,illinois,usa,13.0
166,973,eugene,oregon,usa,37.425643879977734
167,999,newark,delaware,usa,21.0
168,1003,tequesta,florida,usa,37.425643879977734
169,1008,boston,massachusetts,usa,37.425643879977734
170,1009,delano,minnesota,usa,56.0
171,1010,silver spring,maryland,usa,26.0
172,1016,clementon,new jersey,usa,37.425643879977734
173,1019,san diego,california,usa,37.425643879977734
174,1021,rowland,north carolina,usa,37.425643879977734
175,1022,newport news,virginia,usa,37.425643879977734
176,1024,charles town,west virginia,usa,37.425643879977734
177,1025,maidstone,england,united kingdom,33.0
178,1031,sparks,maryland,usa,52.0
179,1032,lockhart,texas,usa,37.425643879977734
180,1038,dallas,texas,usa,26.0
181,1040,los angeles,california,usa,37.425643879977734
182,1048,oakville,ontario,canada,22.0
183,1054,burnsville,minnesota,usa,37.0
184,1057,norwich,norfolk,united kingdom,19.0
185,1060,lincoln,nebraska,usa,38.0
186,1063,edmonton,alberta,canada,19.0
187,1075,hurst,texas,usa,49.0
188,1079,eugene,oregon,usa,37.425643879977734
189,1082,rochester,washington,usa,36.0
190,1083,newport news,virginia,usa,37.425643879977734
191,1093,needham,massachusetts,usa,37.425643879977734
192,1108,fairbanks,alaska,usa,37.425643879977734
193,1111,london,ontario,canada,35.254024342363564
194,1113,richmond,missouri,usa,22.0
195,1116,calgary,alberta,canada,29.0
196,1118,cleveland,,usa,37.425643879977734
197,1129,bothell,washington,usa,53.0
198,1131,berkeley,,unknown,22.0
199,1133,kingswood,south australia,australia,46.0
200,1140,bridgewater,new jersey,usa,19.0
201,1150,jericho,vermont,usa,25.0
202,1155,smyrna,georgia,usa,22.0
203,1161,brier,washington,usa,37.425643879977734
204,1164,woburn,massachusetts,usa,35.0
205,1166,nantes,,france,22.0
206,1167,milwaukee,wisconsin,usa,25.0
207,1169,olympia,washington,usa,27.0
208,1178,heidelberg,,germany,9.0
209,1180,storrs,connecticut,usa,23.0
210,1184,la mirada,california,usa,38.0
211,1200,westfield,new jersey,usa,37.425643879977734
212,1210,new york,new york,usa,37.425643879977734
213,1211,rennes,bretagne,france,22.0
214,1214,speicher,,germany,30.0
215,1219,taiping,perak,malaysia,17.0
216,1223,orlando,florida,usa,37.425643879977734
217,1234,barbera del valles,barcelona,spain,25.0
218,1235,salt spring island,british columbia,canada,35.254024342363564
219,1248,dixon,california,usa,37.425643879977734
220,1249,surrey,british columbia,canada,35.254024342363564
221,1250,arlington,virginia,usa,44.0
222,1252,Las Vegas,california,usa,37.425643879977734
223,1254,16605 bennington ct,indiana,usa,26.0
224,1259,whistler,british columbia,canada,29.0
225,1261,el paso,texas,usa,46.0
226,1264,antelope,california,usa,37.425643879977734
227,1267,salem,oregon,usa,37.425643879977734
228,1279,long beach,california,usa,37.425643879977734
229,1281,london,england,united kingdom,32.0
230,1293,haddon twp,new jersey,usa,37.425643879977734
231,1294,victoria,british columbia,canada,35.254024342363564
232,1297,los gatos,california,usa,30.0
233,1309,walker,louisiana,usa,28.0
234,1330,swisttal,,germany,31.28014705882353
235,1331,lisboa,,portugal,32.0
236,1343,bishop auckland,england,united kingdom,33.0
237,1361,wiesbaden,hessen,germany,31.28014705882353
238,1368,hopewell,virginia,usa,22.0
239,1372,frankfurt,hessen,germany,34.0
240,1375,dinwiddie,virginia,usa,59.0
241,1376,peoria,illinois,usa,37.425643879977734
242,1377,swansea,massachusetts,usa,20.0
243,1389,trenton,michigan,usa,22.0
244,1395,santa monica,california,usa,37.425643879977734
245,1396,santa barbara,california,usa,35.0
246,1399,york,maine,usa,41.0
247,1403,virginia beach,virginia,usa,26.0
248,1409,farmington hills,michigan,usa,74.0
249,1410,amherst,new york,usa,22.0
250,1412,,north carolina,usa,47.0
251,1417,fort collins,colorado,usa,37.425643879977734
252,1424,north avoca,new south wales,australia,34.25101763907734
253,1427,mililani,hawaii,usa,22.0
254,1433,woodbridge,california,usa,54.0
255,1434,bethel,vermont,usa,37.425643879977734
256,1435,st. louis,missouri,usa,36.0
257,1436,sault ste. marie,ontario,canada,35.254024342363564
258,1439,tilley,alberta,canada,35.254024342363564
259,1442,paris,ile de france,france,36.0
260,1448,la mesa,california,usa,61.0
261,1455,chehalis,washington,usa,37.425643879977734
262,1485,allendale,new jersey,usa,30.0
263,1486,montmorency,victoria,australia,75.0
264,1489,somerville,massachusetts,usa,20.0
265,1491,sheffield,england,united kingdom,22.0
266,1499,lawrence,kansas,usa,37.425643879977734
267,1500,brighton,england,united kingdom,33.59849056603774
268,1504,iowa city,iowa,usa,37.425643879977734
269,1511,cuyahoga falls,ohio,usa,25.0
270,1513,oak hill,virginia,usa,40.0
271,1515,bloomington,indiana,usa,27.0
272,1519,raleigh,north carolina,usa,61.0
273,1530,hartsdale,new york,usa,26.0
274,1535,virginia beach,virginia,usa,69.0
275,1539,calgary,alberta,canada,35.254024342363564
276,1548,brooklyn,new york,usa,28.0
277,1550,des moines,washington,usa,37.425643879977734
278,1554,lincoln,nebraska,usa,29.0
279,1558,normal,illinois,usa,61.0
280,1559,manchester,new hampshire,usa,37.425643879977734
281,1570,brooklyn,new york,usa,28.0
282,1585,albuquerque,new mexico,usa,29.0
283,1586,north muskegon,michigan,united kingdom,14.0
284,1589,clio,michigan,usa,50.0
285,1591,flensburg,,germany,24.0
286,1596,jackson,tennessee,usa,51.0
287,1597,west columbia,texas,usa,23.0
288,1608,collingswood,new jersey,usa,27.0
289,1617,chicago,illinois,usa,24.0
290,1619,visalia,california,usa,37.425643879977734
291,1641,winston salem,north carolina,usa,22.0
292,1650,victoria,british columbia,canada,35.254024342363564
293,1652,new york,new york,usa,37.425643879977734
294,1660,fort worth,texas,usa,37.425643879977734
295,1674,minneapolis,minnesota,usa,26.0
296,1688,chelmsford,england,united kingdom,53.0
297,1696,las palmas gc,las palmas,spain,34.0
298,1706,olympia,washington,usa,26.0
299,1718,framingham,massachusetts,usa,28.0
300,1719,singapore,singapore,singapore,25.14814814814815
301,1721,windsor,ontario,canada,21.0
302,1725,palma,illes balears,united kingdom,25.0
303,1730,el paso,texas,usa,33.0
304,1733,independence,west virginia,usa,30.0
305,1759,hollywood,florida,usa,29.0
306,1768,newington,connecticut,usa,25.0
307,1773,northridge,california,usa,16.0
308,1775,albuquerque,new mexico,usa,14.0
309,1790,chicago,illinois,usa,25.0
310,1791,harrisburg,pennsylvania,usa,37.425643879977734
311,1792,hutchinson,kansas,usa,37.425643879977734
312,1803,northville,new york,usa,48.0
313,1805,euless,texas,usa,37.425643879977734
314,1812,provo,utah,usa,24.0
315,1838,glens falls,new york,usa,37.425643879977734
316,1841,washington dc,washington d.c,usa,37.425643879977734
317,1846,strasbourg,alsace,france,25.0
318,1848,bellingham,washington,usa,22.0
319,1859,sackville,new brunswick,canada,35.254024342363564
320,1863,feucht,bayern,germany,43.0
321,1869,westfield,massachusetts,usa,21.0
322,1881,binghamton,new york,usa,31.0
323,1892,fort wayne,indiana,usa,47.0
324,1898,waukegan,illinois,usa,47.0
325,1901,vancouver,british columbia,canada,35.254024342363564
326,1903,hualien,taiwan,taiwan,36.0
327,1905,baton rouge,louisiana,usa,37.425643879977734
328,1915,louisville,kentucky,usa,37.425643879977734
329,1918,london,england,united kingdom,23.0
330,1928,kansas city,missouri,usa,17.0
331,1933,honolulu,hawaii,usa,37.425643879977734
332,1937,bozeman,montana,usa,42.0
333,1945,wrightsville beach,north carolina,usa,54.0
334,1947,ottawa,ontario,canada,35.254024342363564
335,1949,wilmington,north carolina,usa,37.425643879977734
336,1951,karlsruhe,,germany,28.0
337,1978,saint louis,missouri,usa,37.425643879977734
338,1989,phoenix,arizona,usa,27.0
339,1996,sydney,new south wales,australia,34.0
340,2010,colfax,illinois,usa,37.425643879977734
341,2012,bray,wicklow,ireland,34.0
342,2018,edson,alberta,canada,21.0
343,2019,carcavelos,,portugal,29.0
344,2030,seabeck,washington,usa,31.0
345,2033,omaha,nebraska,usa,27.0
346,2035,longwood,florida,usa,15.0
347,2036,frenchtown,new jersey,usa,49.0
348,2041,playa del rey,california,usa,37.425643879977734
349,2060,pennsauken,new york,usa,54.0
350,2063,raleigh,north carolina,usa,37.425643879977734
351,2070,pembroke pines,florida,usa,22.0
352,2075,bonn,,germany,29.0
353,2084,logroño,la rioja,spain,21.0
354,2089,lynchburg,virginia,usa,37.425643879977734
355,2090,dudley,massachusetts,usa,28.0
356,2097,arlington,massachusetts,usa,37.425643879977734
357,2099,tucson,arizona,usa,37.425643879977734
358,2103,minneapolis,minnesota,usa,43.0
359,2105,new smyrna beach,florida,usa,37.425643879977734
360,2106,denver,colorado,usa,44.0
361,2108,houston,texas,usa,37.425643879977734
362,2109,winnipeg,manitoba,canada,35.254024342363564
363,2110,charlotte,north carolina,usa,37.425643879977734
364,2115,escondido,california,usa,55.0
365,2116,parrsboro,nova scotia,canada,35.254024342363564
366,2119,hartford,connecticut,usa,37.425643879977734
367,2127,high point,north carolina,usa,37.425643879977734
368,2132,hammond,indiana,usa,37.425643879977734
369,2134,oakland,california,usa,35.0
370,2135,irvine,california,usa,37.425643879977734
371,2136,salem,oregon,usa,45.0
372,2139,chesapeake,virginia,usa,33.0
373,2147,las vegas,nevada,usa,35.0
374,2148,los angeles,california,usa,37.425643879977734
375,2152,grosse pointe,michigan,usa,1.0
376,2169,hollister,california,usa,37.425643879977734
377,2170,kassel,hessen,germany,29.0
378,2172,quezon city,,philippines,17.0
379,2178,linden,new jersey,usa,37.425643879977734
380,2179,sunderland,massachusetts,usa,30.0
381,2181,montreal,quebec,canada,15.0
382,2183,burnaby,british columbia,canada,35.254024342363564
383,2189,montreal,quebec,canada,24.0
384,2190,lenexa,kansas,usa,29.0
385,2197,,travelling,canada,26.0
386,2198,philadelphia,pennsylvania,usa,37.425643879977734
387,2199,launceston,tasmania,australia,25.0
388,2203,woking,surrey,united kingdom,40.0
389,2204,el cajon,california,usa,37.425643879977734
390,2216,münster,,germany,31.28014705882353
391,2218,stratham,new hampshire,usa,48.0
392,2222,aptos,california,usa,37.425643879977734
393,2224,paris,ile de france,france,23.0
394,2230,harpers ferry,west virginia,usa,44.0
395,2238,san diego,california,usa,34.0
396,2250,charlotte,north carolina,usa,37.425643879977734
397,2253,saskatoon,saskatchewan,canada,35.254024342363564
398,2255,charlottesville,virginia,usa,35.0
399,2271,mooresville,north carolina,usa,37.425643879977734
400,2276,niskayuna,new york,usa,46.0
401,2281,vancouver,washington,usa,30.0
402,2287,north chili,new york,usa,35.0
403,2288,spring hill,tennessee,usa,30.0
404,2292,brighton,massachusetts,usa,37.425643879977734
405,2295,el sobrante,california,usa,21.0
406,2296,wenatchee,washington,usa,61.0
407,2312,roanoke,virginia,usa,37.425643879977734
408,2313,cincinnati,ohio,usa,23.0
409,2326,porto,porto,portugal,23.0
410,2333,ocean city,maryland,usa,37.425643879977734
411,2337,grove city,ohio,usa,34.0
412,2340,st. louis,missouri,usa,29.0
413,2345,london,england,united kingdom,55.0
414,2350,st. louis,missouri,usa,24.0
415,2354,ottawa,ontario,canada,35.254024342363564
416,2355,gatineau,quebec,canada,35.254024342363564
417,2357,philadelphia,pennsylvania,usa,35.0
418,2358,bryan,texas,usa,23.0
419,2363,mountain home,idaho,usa,42.0
420,2366,lathrup village,michigan,usa,16.0
421,2375,norfolk,virginia,usa,20.0
422,2376,bay village,ohio,usa,38.0
423,2379,london,england,united kingdom,33.59849056603774
424,2385,london,ontario,canada,35.254024342363564
425,2388,hawley,pennsylvania,usa,64.0
426,2399,kent,ohio,usa,32.0
427,2404,new york,new york,usa,37.425643879977734
428,2411,lake city,florida,usa,37.0
429,2414,edenhope,victoria,australia,34.25101763907734
430,2416,seville,,spain,21.0
431,2417,lakeland,florida,usa,35.0
432,2421,durban,,south africa,41.583333333333336
433,2437,san antonio,texas,usa,45.0
434,2439,atlanta,georgia,usa,26.0
435,2442,torino,,unknown,25.0
436,2448,birmingham,england,united kingdom,33.59849056603774
437,2453,independence,missouri,usa,37.425643879977734
438,2461,san francisco,california,usa,59.0
439,2462,kingston,,usa,37.425643879977734
440,2466,olathe,kansas,usa,37.425643879977734
441,2470,phoenix,arizona,usa,22.0
442,2481,st. louis,missouri,usa,37.425643879977734
443,2484,asheville,north carolina,usa,37.425643879977734
444,2499,boulder,colorado,usa,49.0
445,2503,london,england,united kingdom,36.0
446,2515,reus,tarragona,spain,38.0
447,2528,the colony,texas,usa,37.425643879977734
448,2545,freiburg,,germany,48.0
449,2549,nice,alpes maritimes,france,31.0
450,2550,montpellier,illinois,france,29.28690807799443
451,2552,frankenthal,,alderney,
452,2559,santa rosa,california,usa,37.425643879977734
453,2562,wheeling,illinois,usa,53.0
454,2565,pensacola,friuli venezia giulia,usa,37.425643879977734
455,2569,santa rosa,california,usa,37.425643879977734
456,2578,burlington,ontario,canada,16.0
457,2580,ann arbor,michigan,usa,37.425643879977734
458,2584,bigfork,montana,usa,37.425643879977734
459,2589,shrewsbury,massachusetts,usa,37.425643879977734
460,2590,el cerrito,california,usa,26.0
461,2591,bloomington,illinois,usa,37.425643879977734
462,2605,marina del rey,california,usa,33.0
463,2611,vero beach,florida,usa,37.425643879977734
464,2622,los angeles,california,usa,41.0
465,2630,kingsland,texas,usa,66.0
466,2632,farmingdale,new york,usa,47.0
467,2634,addison,texas,usa,53.0
468,2638,burnaby,british columbia,canada,35.254024342363564
469,2640,college station,texas,usa,24.0
470,2643,cedar park,texas,usa,28.0
471,2644,austin,texas,usa,37.425643879977734
472,2651,harlingen,texas,usa,37.425643879977734
473,2653,los angeles,california,usa,46.0
474,2665,balozi,rigas rajons,latvia,
475,2670,corpus christi,texas,usa,37.425643879977734
476,2679,,somerset,united kingdom,34.0
477,2681,christchurch,canterbury,new zealand,35.98159509202454
478,2685,monteporzio catone(roma),lazio,italy,21.0
479,2687,tucson,arizona,usa,35.0
480,2690,cordele,georgia,usa,35.0
481,2700,kenosha,wisconsin,usa,29.0
482,2719,staten island,new york,usa,37.0
483,2731,victoria,british columbia,canada,35.254024342363564
484,2738,milano,lombardia,italy,32.0
485,2749,bridge lake,british columbia,canada,18.0
486,2759,woodstock,new york,usa,37.425643879977734
487,2766,frisco,texas,usa,42.0
488,2770,champaign,illinois,usa,37.425643879977734
489,2776,dacula,georgia,usa,37.425643879977734
490,2789,barcelona,catalunya,spain,28.0
491,2790,san antonio,texas,usa,50.0
492,2793,jefferson,georgia,usa,34.0
493,2799,eugene,oregon,usa,37.425643879977734
494,2844,clinton township,michigan,usa,37.425643879977734
495,2850,san diego,california,usa,37.425643879977734
496,2853,cleveland,ohio,usa,37.425643879977734
497,2854,deptford,new jersey,usa,36.0
498,2855,dallas,texas,usa,35.0
499,2859,citrus heights,california,usa,37.425643879977734
500,2861,columbus,ohio,usa,26.0
501,2883,pacific grove,california,usa,43.0
502,2891,beaverton,oregon,usa,37.425643879977734
503,2892,portland,oregon,usa,26.0
504,2906,paris,ile de france,france,20.0
505,2907,new york,new york,usa,37.425643879977734
506,2914,san jose,california,usa,34.0
507,2936,london,london,united kingdom,30.0
508,2945,franklin,tennessee,usa,29.0
509,2948,raleigh,north carolina,usa,24.0
510,2954,wichita,kansas,usa,71.0
511,2966,wauconda,illinois,usa,37.425643879977734
512,2973,waukesha,wisconsin,usa,37.425643879977734
513,2977,richland,washington,usa,25.0
514,2982,montreal,quebec,canada,34.0
515,2992,san diego,california,usa,37.425643879977734
516,2995,belleville,illinois,usa,61.0
517,2996,milan,lombardia,italy,21.0
518,3005,mountain view,california,usa,37.425643879977734
519,3009,stratford,connecticut,usa,37.425643879977734
520,3017,roma,lazio,italy,31.72563176895307
521,3026,kuala lumpur,kuala lumpur,malaysia,25.379310344827587
522,3030,anchorage,alaska,usa,37.425643879977734
523,3032,sydney,new south wales,australia,40.0
524,3048,klamath falls,oregon,usa,37.425643879977734
525,3052,houston,texas,usa,31.0
526,3053,frankfurt,hessen,germany,33.0
527,3054,henrietta,new york,usa,37.425643879977734
528,3060,bartlett,tennessee,usa,37.425643879977734
529,3062,chicago,illinois,usa,37.425643879977734
530,3063,fort washington,maryland,usa,57.0
531,3077,lowell,massachusetts,usa,37.425643879977734
532,3079,asheville,north carolina,usa,37.425643879977734
533,3087,berthoud,colorado,usa,20.0
534,3088,avignon,vaucluse,france,25.0
535,3099,umeå,västerbotten,sweden,28.405405405405407
536,3100,oakland,california,usa,42.0
537,3104,watertown,massachusetts,usa,27.0
538,3106,memphis,tennessee,usa,37.425643879977734
539,3113,vernon,british columbia,canada,35.254024342363564
540,3114,girvan,scotland,united kingdom,33.59849056603774
541,3133,wapakoneta,ohio,usa,34.0
542,3142,lawrenceville,georgia,usa,29.0
543,3145,austin,texas,usa,34.0
544,3150,phoenix,arizona,usa,51.0
545,3154,new york,new york,usa,37.425643879977734
546,3165,janesville,wisconsin,usa,37.425643879977734
547,3166,dallas,georgia,usa,15.0
548,3167,milwaukee,wisconsin,usa,42.0
549,3168,mississauga,ontario,canada,17.0
550,3172,arlington,virginia,usa,32.0
551,3174,flagstaff,arizona,usa,24.0
552,3177,hamilton,,new zealand,44.0
553,3191,sligo,connaught,ireland,29.0
554,3192,milwaukee,wisconsin,usa,37.425643879977734
555,3194,logan,utah,usa,20.0
556,3197,ore city,texas,usa,38.0
557,3200,pamplona,navarra,spain,42.0
558,3206,bilbao,vizcaya,spain,23.0
559,3243,atlanta,georgia,usa,28.0
560,3251,brescia,lombardia,italy,31.72563176895307
561,3260,lawrenceville,georgia,usa,45.0
562,3261,lenexa,,unknown,42.0
563,3266,stockholm,,sweden,28.405405405405407
564,3282,didsbury,alberta,canada,52.0
565,3289,petawawa,ontario,canada,38.0
566,3293,barcelona,barcelona,spain,19.0
567,3296,rochester,minnesota,usa,63.0
568,3300,cabot,arkansas,usa,49.0
569,3305,halifax,nova scotia,canada,26.0
570,3310,tucson,arizona,usa,37.425643879977734
571,3326,bonn,,germany,37.0
572,3329,grantsville,utah,usa,37.425643879977734
573,3331,mckeesport,pennsylvania,usa,60.0
574,3332,hartlepool,cleveland,united kingdom,54.0
575,3344,tucson,arizona,usa,61.0
576,3346,tehran,tehran,iran,20.0
577,3350,colorado springs,colorado,usa,23.0
578,3355,barcelona,barcelona,spain,19.0
579,3362,new york,new york,usa,37.425643879977734
580,3363,knoxville,tennessee,usa,29.0
581,3368,nashua,new hampshire,usa,37.425643879977734
582,3371,groveland,massachusetts,usa,25.0
583,3373,elk grove,california,usa,30.0
584,3374,ajax,ontario,canada,47.0
585,3379,toronto,ontario,canada,16.0
586,3393,aurora,illinois,usa,55.0
587,3404,montreal,quebec,canada,35.254024342363564
588,3416,aachen,,germany,34.0
589,3418,san diego,california,usa,14.0
590,3427,eldorado,illinois,usa,50.0
591,3437,honolulu,hawaii,usa,37.425643879977734
592,3445,la mirada,california,usa,45.0
593,3460,edmonton,alberta,canada,32.0
594,3462,amherst,new york,usa,37.425643879977734
595,3467,fort wayne,indiana,usa,36.0
596,3471,victoria,british columbia,canada,35.254024342363564
597,3472,seattle,washington,usa,24.0
598,3473,aptos,california,usa,37.425643879977734
599,3481,littleton,colorado,usa,49.0
600,3488,ljubljana,,slovenia,21.0
601,3492,cupertino,california,usa,37.425643879977734
602,3505,florissant,missouri,usa,30.0
603,3507,chicago,illinois,usa,37.425643879977734
604,3508,edinburgh,scotland,united kingdom,46.0
605,3509,san diego,california,usa,29.0
606,3512,portales,new mexico,usa,37.425643879977734
607,3514,evansville,indiana,usa,22.0
608,3521,chilliwack,british columbia,canada,35.254024342363564
609,3532,fayetteville,new york,usa,37.425643879977734
610,3537,seattle,washington,usa,37.425643879977734
611,3538,madrid,madrid,spain,31.0
612,3543,elgin,texas,usa,37.0
613,3544,edgewater,maryland,usa,58.0
614,3546,milwaukee,wisconsin,usa,27.0
615,3556,bismarck,north dakota,usa,68.0
616,3569,,,usa,37.425643879977734
617,3573,fair lawn,new jersey,usa,32.0
618,3578,halifax,nova scotia,canada,25.0
619,3580,essington,pennsylvania,usa,44.0
620,3588,marion,iowa,usa,37.425643879977734
621,3593,lahaina,hawaii,usa,37.425643879977734
622,3594,auckland,,new zealand,48.0
623,3599,orlando,florida,usa,37.425643879977734
624,3601,tallahassee,florida,usa,33.0
625,3605,bristol,rhode island,usa,28.0
626,3619,washington,washington d.c,usa,37.425643879977734
627,3622,round rock,tx,csa,
628,3628,easthampton,massachusetts,usa,37.425643879977734
629,3632,edgewater,new jersey,usa,33.0
630,3640,sacramento,california,usa,37.425643879977734
631,3643,robbinsdale,minnesota,usa,37.425643879977734
632,3648,durham,north carolina,usa,37.425643879977734
633,3655,tucker,georgia,usa,33.0
634,3656,inglewood,california,usa,37.425643879977734
635,3667,norfolk,virginia,usa,37.425643879977734
636,3669,williamsburg,massachusetts,usa,34.0
637,3670,brookline,massachusetts,usa,37.425643879977734
