User-ID,User-City,User-State,User-Country,User-Age,Age-Group,User-Info,User-Country-Encoded,User-Info-Encoded,Age-Group-Encoded
441,spokane,washington,usa,51.0,"(46.0, 100.0]",spokane_washington_usa,124,10731,3
444,sweet home,oregon,usa,40.0,"(34.0, 46.0]",sweet home_oregon_usa,124,11189,2
446,chevy chase,washington d.c,usa,31.0,"(26.0, 34.0]",chevy chase_washington d.c_usa,124,2178,1
453,charleston,west virginia,usa,46.0,"(34.0, 46.0]",charleston_west virginia_usa,124,2086,2
460,roma,italy,italy,56.0,"(46.0, 100.0]",roma_italy_italy,55,9709,3
476,rome,new york,usa,47.0,"(46.0, 100.0]",rome_new york_usa,124,9716,3
486,portland,oregon,usa,31.0,"(26.0, 34.0]",portland_oregon_usa,124,9149,1
487,houston,texas,usa,28.0,"(26.0, 34.0]",houston_texas_usa,124,5184,1
493,manhattan,kansas,usa,29.0,"(26.0, 34.0]",manhattan_kansas_usa,124,6799,1
494,parry sound,ontario,canada,30.0,"(26.0, 34.0]",parry sound_ontario_canada,17,8732,1
496,west salem,wisconsin,usa,51.0,"(46.0, 100.0]",west salem_wisconsin_usa,124,12415,3
499,la verne,california,usa,62.0,"(46.0, 100.0]",la verne_california_usa,124,5909,3
503,el centro,california,usa,40.0,"(34.0, 46.0]",el centro_california_usa,124,3396,2
505,washington,washington d.c,usa,51.0,"(46.0, 100.0]",washington_washington d.c_usa,124,12196,3
507,dumas,arkansas,usa,21.0,"(4.0, 26.0]",dumas_arkansas_usa,124,3180,0
508,portland,oregon,usa,29.0,"(26.0, 34.0]",portland_oregon_usa,124,9149,1
512,winter springs,florida,usa,58.0,"(46.0, 100.0]",winter springs_florida_usa,124,12709,3
513,savannah,georgia,usa,26.0,"(4.0, 26.0]",savannah_georgia_usa,124,10170,0
523,bozeman,montana,usa,19.0,"(4.0, 26.0]",bozeman_montana_usa,124,1338,0
565,franklin,tennessee,usa,48.0,"(46.0, 100.0]",franklin_tennessee_usa,124,3969,3
566,springfield,illinois,usa,26.0,"(4.0, 26.0]",springfield_illinois_usa,124,10757,0
567,spokane,washington,usa,46.0,"(34.0, 46.0]",spokane_washington_usa,124,10731,2
592,boston,massachusetts,usa,37.0,"(34.0, 46.0]",boston_massachusetts_usa,124,1297,2
595,hollywood,florida,usa,17.0,"(4.0, 26.0]",hollywood_florida_usa,124,5093,0
596,san francisco,california,usa,49.0,"(46.0, 100.0]",san francisco_california_usa,124,10001,3
619,long beach,mississippi,usa,44.0,"(34.0, 46.0]",long beach_mississippi_usa,124,6511,2
620,toronto,ontario,canada,45.0,"(34.0, 46.0]",toronto_ontario_canada,17,11477,2
625,marseille,provence,france,41.0,"(34.0, 46.0]",marseille_provence_france,40,6913,2
626,graz,steiermark,austria,41.0,"(34.0, 46.0]",graz_steiermark_austria,8,4471,2
628,berlin,berlin,germany,28.0,"(26.0, 34.0]",berlin_berlin_germany,41,1014,1
638,san diego,california,usa,20.0,"(4.0, 26.0]",san diego_california_usa,124,9990,0
639,washington dc,virginia,usa,32.0,"(26.0, 34.0]",washington dc_virginia_usa,124,12177,1
640,scotch village,nova scotia,canada,27.0,"(26.0, 34.0]",scotch village_nova scotia_canada,17,10226,1
641,portland,oregon,usa,57.0,"(46.0, 100.0]",portland_oregon_usa,124,9149,3
643,grenoble,unknown,france,23.0,"(4.0, 26.0]",grenoble_unknown_france,40,4541,0
649,san diego,california,usa,20.0,"(4.0, 26.0]",san diego_california_usa,124,9990,0
650,santa cruz,california,usa,28.0,"(26.0, 34.0]",santa cruz_california_usa,124,10099,1
651,interlachen,florida,usa,26.0,"(4.0, 26.0]",interlachen_florida_usa,124,5355,0
657,chattanooga,tennessee,usa,57.0,"(46.0, 100.0]",chattanooga_tennessee_usa,124,2109,3
660,New York,new york,usa,34.0,"(26.0, 34.0]",New York_new york_usa,124,45,1
677,baton rouge,louisiana,usa,27.0,"(26.0, 34.0]",baton rouge_louisiana_usa,124,812,1
683,union,illinois,usa,28.0,"(26.0, 34.0]",union_illinois_usa,124,11662,1
685,stevens point,wisconsin,usa,21.0,"(4.0, 26.0]",stevens point_wisconsin_usa,124,10971,0
695,alphen aan den rijn,zuid holland,netherlands,46.0,"(34.0, 46.0]",alphen aan den rijn_zuid holland_netherlands,74,269,2
709,roanoke,virginia,usa,14.0,"(4.0, 26.0]",roanoke_virginia_usa,124,9625,0
712,pratteln,baselland,switzerland,29.0,"(26.0, 34.0]",pratteln_baselland_switzerland,105,9208,1
713,abingdon,unknown,united kingdom,49.0,"(46.0, 100.0]",abingdon_unknown_united kingdom,117,85,3
714,austin,texas,usa,19.0,"(4.0, 26.0]",austin_texas_usa,124,597,0
717,spring hill,florida,usa,38.0,"(34.0, 46.0]",spring hill_florida_usa,124,10740,2
726,eatontown,new jersey,usa,31.0,"(26.0, 34.0]",eatontown_new jersey_usa,124,3320,1
728,welsh,louisiana,usa,52.0,"(46.0, 100.0]",welsh_louisiana_usa,124,12322,3
735,cortland,new york,usa,29.0,"(26.0, 34.0]",cortland_new york_usa,124,2630,1
741,novinger,missouri,usa,16.0,"(4.0, 26.0]",novinger_missouri_usa,124,8250,0
744,ocala,florida,usa,48.0,"(46.0, 100.0]",ocala_florida_usa,124,8331,3
746,longmont,colorado,usa,36.0,"(34.0, 46.0]",longmont_colorado_usa,124,6521,2
753,stockton,california,usa,25.0,"(4.0, 26.0]",stockton_california_usa,124,11006,0
756,scranton,pennsylvania,usa,34.0,"(26.0, 34.0]",scranton_pennsylvania_usa,124,10241,1
757,philadelphia,pennsylvania,usa,29.0,"(26.0, 34.0]",philadelphia_pennsylvania_usa,124,8881,1
758,duesseldorf,unknown,germany,26.0,"(4.0, 26.0]",duesseldorf_unknown_germany,41,3172,0
759,primm springs,tennessee,usa,29.0,"(26.0, 34.0]",primm springs_tennessee_usa,124,9224,1
763,oakland,california,usa,25.0,"(4.0, 26.0]",oakland_california_usa,124,8303,0
765,york,pennsylvania,usa,46.0,"(34.0, 46.0]",york_pennsylvania_usa,124,12892,2
769,birmingham,alabama,usa,49.0,"(46.0, 100.0]",birmingham_alabama_usa,124,1127,3
771,ft. sill,oklahoma,usa,38.0,"(34.0, 46.0]",ft. sill_oklahoma_usa,124,4071,2
774,wentzville,missouri,usa,16.0,"(4.0, 26.0]",wentzville_missouri_usa,124,12332,0
776,auckland,unknown,new zealand,23.0,"(4.0, 26.0]",auckland_unknown_new zealand,75,575,0
777,portland,unknown,unknown,13.0,"(4.0, 26.0]",portland_unknown_unknown,121,9151,0
778,bradenton,florida,usa,40.0,"(34.0, 46.0]",bradenton_florida_usa,124,1343,2
780,woodland hills,california,usa,44.0,"(34.0, 46.0]",woodland hills_california_usa,124,12783,2
785,burbank,california,usa,39.0,"(34.0, 46.0]",burbank_california_usa,124,1601,2
786,panhandle,texas,usa,48.0,"(46.0, 100.0]",panhandle_texas_usa,124,8678,3
805,sonoma,california,usa,34.0,"(26.0, 34.0]",sonoma_california_usa,124,10609,1
818,selangor,southeast asia,malaysia,16.0,"(4.0, 26.0]",selangor_southeast asia_malaysia,65,10287,0
819,deer park,new york,usa,25.0,"(4.0, 26.0]",deer park_new york_usa,124,2903,0
824,albuquerque,new mexico,usa,15.0,"(4.0, 26.0]",albuquerque_new mexico_usa,124,190,0
827,mason city,iowa,usa,29.0,"(26.0, 34.0]",mason city_iowa_usa,124,6947,1
828,albuquerque,new mexico,usa,35.0,"(34.0, 46.0]",albuquerque_new mexico_usa,124,190,2
834,rockville,maryland,usa,17.0,"(4.0, 26.0]",rockville_maryland_usa,124,9680,0
843,deer lodge,tennessee,usa,25.0,"(4.0, 26.0]",deer lodge_tennessee_usa,124,2901,0
850,bremen,bremen,germany,22.0,"(4.0, 26.0]",bremen_bremen_germany,41,1390,0
853,chesterfield,michigan,usa,24.0,"(4.0, 26.0]",chesterfield_michigan_usa,124,2165,0
882,berkeley,california,usa,23.0,"(4.0, 26.0]",berkeley_california_usa,124,1010,0
883,brookfield,connecticut,usa,43.0,"(34.0, 46.0]",brookfield_connecticut_usa,124,1491,2
886,bozeman,montana,usa,15.0,"(4.0, 26.0]",bozeman_montana_usa,124,1338,0
887,castaic,california,usa,30.0,"(26.0, 34.0]",castaic_california_usa,124,1944,1
896,unknown,wales,united kingdom,27.0,"(26.0, 34.0]",unknown_wales_united kingdom,117,11776,1
899,bielefeld,unknown,germany,23.0,"(4.0, 26.0]",bielefeld_unknown_germany,41,1090,0
900,scranton,pennsylvania,usa,25.0,"(4.0, 26.0]",scranton_pennsylvania_usa,124,10241,0
901,worcester,worcestershire,united kingdom,21.0,"(4.0, 26.0]",worcester_worcestershire_united kingdom,117,12821,0
902,overland,missouri,usa,18.0,"(4.0, 26.0]",overland_missouri_usa,124,8562,0
903,los angeles,california,usa,19.0,"(4.0, 26.0]",los angeles_california_usa,124,6540,0
913,manchester,lancs,united kingdom,44.0,"(34.0, 46.0]",manchester_lancs_united kingdom,117,6777,2
915,humble,texas,usa,50.0,"(46.0, 100.0]",humble_texas_usa,124,5232,3
929,king of prussia,unknown,unknown,36.0,"(34.0, 46.0]",king of prussia_unknown_unknown,121,5737,2
938,calgary,alberta,canada,55.0,"(46.0, 100.0]",calgary_alberta_canada,17,1717,3
941,bend,oregon,usa,25.0,"(4.0, 26.0]",bend_oregon_usa,124,973,0
951,aglaura,new jersey,usa,31.0,"(26.0, 34.0]",aglaura_new jersey_usa,124,127,1
965,las cruces,new mexico,usa,24.0,"(4.0, 26.0]",las cruces_new mexico_usa,124,6098,0
969,river forest,illinois,usa,13.0,"(4.0, 26.0]",river forest_illinois_usa,124,9599,0
973,eugene,oregon,usa,25.0,"(4.0, 26.0]",eugene_oregon_usa,124,3600,0
999,newark,delaware,usa,21.0,"(4.0, 26.0]",newark_delaware_usa,124,7951,0
1003,tequesta,florida,usa,20.0,"(4.0, 26.0]",tequesta_florida_usa,124,11324,0
1008,boston,massachusetts,usa,39.0,"(34.0, 46.0]",boston_massachusetts_usa,124,1297,2
1009,delano,minnesota,usa,56.0,"(46.0, 100.0]",delano_minnesota_usa,124,2923,3
1010,silver spring,maryland,usa,26.0,"(4.0, 26.0]",silver spring_maryland_usa,124,10472,0
1016,clementon,new jersey,usa,33.0,"(26.0, 34.0]",clementon_new jersey_usa,124,2319,1
1019,san diego,california,usa,37.0,"(34.0, 46.0]",san diego_california_usa,124,9990,2
1021,rowland,north carolina,usa,25.0,"(4.0, 26.0]",rowland_north carolina_usa,124,9798,0
1022,newport news,virginia,usa,37.0,"(34.0, 46.0]",newport news_virginia_usa,124,7992,2
1024,charles town,west virginia,usa,29.0,"(26.0, 34.0]",charles town_west virginia_usa,124,2080,1
1025,maidstone,england,united kingdom,33.0,"(26.0, 34.0]",maidstone_england_united kingdom,117,6726,1
1031,sparks,maryland,usa,52.0,"(46.0, 100.0]",sparks_maryland_usa,124,10709,3
1032,lockhart,texas,usa,39.0,"(34.0, 46.0]",lockhart_texas_usa,124,6456,2
1038,dallas,texas,usa,26.0,"(4.0, 26.0]",dallas_texas_usa,124,2807,0
1040,los angeles,california,usa,54.0,"(46.0, 100.0]",los angeles_california_usa,124,6540,3
1048,oakville,ontario,canada,22.0,"(4.0, 26.0]",oakville_ontario_canada,17,8319,0
1054,burnsville,minnesota,usa,37.0,"(34.0, 46.0]",burnsville_minnesota_usa,124,1636,2
1057,norwich,norfolk,united kingdom,19.0,"(4.0, 26.0]",norwich_norfolk_united kingdom,117,8230,0
1060,lincoln,nebraska,usa,38.0,"(34.0, 46.0]",lincoln_nebraska_usa,124,6352,2
1063,edmonton,alberta,canada,19.0,"(4.0, 26.0]",edmonton_alberta_canada,17,3366,0
1075,hurst,texas,usa,49.0,"(46.0, 100.0]",hurst_texas_usa,124,5266,3
1079,eugene,oregon,usa,43.0,"(34.0, 46.0]",eugene_oregon_usa,124,3600,2
1082,rochester,washington,usa,36.0,"(34.0, 46.0]",rochester_washington_usa,124,9650,2
1083,newport news,virginia,usa,34.0,"(26.0, 34.0]",newport news_virginia_usa,124,7992,1
1093,needham,massachusetts,usa,17.0,"(4.0, 26.0]",needham_massachusetts_usa,124,7826,0
1108,fairbanks,alaska,usa,59.0,"(46.0, 100.0]",fairbanks_alaska_usa,124,3650,3
1111,london,ontario,canada,17.0,"(4.0, 26.0]",london_ontario_canada,17,6502,0
1113,richmond,missouri,usa,22.0,"(4.0, 26.0]",richmond_missouri_usa,124,9543,0
1116,calgary,alberta,canada,29.0,"(26.0, 34.0]",calgary_alberta_canada,17,1717,1
1118,cleveland,unknown,usa,30.0,"(26.0, 34.0]",cleveland_unknown_usa,124,2339,1
1129,bothell,washington,usa,53.0,"(46.0, 100.0]",bothell_washington_usa,124,1302,3
1131,berkeley,unknown,unknown,22.0,"(4.0, 26.0]",berkeley_unknown_unknown,121,1011,0
1133,kingswood,south australia,australia,46.0,"(34.0, 46.0]",kingswood_south australia_australia,7,5763,2
1140,bridgewater,new jersey,usa,19.0,"(4.0, 26.0]",bridgewater_new jersey_usa,124,1424,0
1150,jericho,vermont,usa,25.0,"(4.0, 26.0]",jericho_vermont_usa,124,5494,0
1155,smyrna,georgia,usa,22.0,"(4.0, 26.0]",smyrna_georgia_usa,124,10542,0
1161,brier,washington,usa,55.0,"(46.0, 100.0]",brier_washington_usa,124,1430,3
1164,woburn,massachusetts,usa,35.0,"(34.0, 46.0]",woburn_massachusetts_usa,124,12737,2
1166,nantes,unknown,france,22.0,"(4.0, 26.0]",nantes_unknown_france,40,7764,0
1167,milwaukee,wisconsin,usa,25.0,"(4.0, 26.0]",milwaukee_wisconsin_usa,124,7287,0
1169,olympia,washington,usa,27.0,"(26.0, 34.0]",olympia_washington_usa,124,8426,1
1178,heidelberg,unknown,germany,9.0,"(4.0, 26.0]",heidelberg_unknown_germany,41,4888,0
1180,storrs,connecticut,usa,23.0,"(4.0, 26.0]",storrs_connecticut_usa,124,11024,0
1184,la mirada,california,usa,38.0,"(34.0, 46.0]",la mirada_california_usa,124,5897,2
1200,westfield,new jersey,usa,19.0,"(4.0, 26.0]",westfield_new jersey_usa,124,12449,0
1210,new york,new york,usa,64.0,"(46.0, 100.0]",new york_new york_usa,124,7947,3
1211,rennes,bretagne,france,22.0,"(4.0, 26.0]",rennes_bretagne_france,40,9478,0
1214,speicher,unknown,germany,30.0,"(26.0, 34.0]",speicher_unknown_germany,41,10719,1
1219,taiping,perak,malaysia,17.0,"(4.0, 26.0]",taiping_perak_malaysia,65,11231,0
1223,orlando,florida,usa,23.0,"(4.0, 26.0]",orlando_florida_usa,124,8494,0
1234,barbera del valles,barcelona,spain,25.0,"(4.0, 26.0]",barbera del valles_barcelona_spain,102,728,0
1235,salt spring island,british columbia,canada,44.0,"(34.0, 46.0]",salt spring island_british columbia_canada,17,9956,2
1248,dixon,california,usa,59.0,"(46.0, 100.0]",dixon_california_usa,124,3053,3
1249,surrey,british columbia,canada,52.0,"(46.0, 100.0]",surrey_british columbia_canada,17,11156,3
1250,arlington,virginia,usa,44.0,"(34.0, 46.0]",arlington_virginia_usa,124,460,2
1252,Las Vegas,california,usa,17.0,"(4.0, 26.0]",Las Vegas_california_usa,124,41,0
1254,16605 bennington ct,indiana,usa,26.0,"(4.0, 26.0]",16605 bennington ct_indiana_usa,124,12,0
1259,whistler,british columbia,canada,29.0,"(26.0, 34.0]",whistler_british columbia_canada,17,12517,1
1261,el paso,texas,usa,46.0,"(34.0, 46.0]",el paso_texas_usa,124,3408,2
1264,antelope,california,usa,28.0,"(26.0, 34.0]",antelope_california_usa,124,384,1
1267,salem,oregon,usa,33.0,"(26.0, 34.0]",salem_oregon_usa,124,9929,1
1279,long beach,california,usa,28.0,"(26.0, 34.0]",long beach_california_usa,124,6510,1
1281,london,england,united kingdom,32.0,"(26.0, 34.0]",london_england_united kingdom,117,6493,1
1293,haddon twp,new jersey,usa,21.0,"(4.0, 26.0]",haddon twp_new jersey_usa,124,4645,0
1294,victoria,british columbia,canada,21.0,"(4.0, 26.0]",victoria_british columbia_canada,17,11960,0
1297,los gatos,california,usa,30.0,"(26.0, 34.0]",los gatos_california_usa,124,6545,1
1309,walker,louisiana,usa,28.0,"(26.0, 34.0]",walker_louisiana_usa,124,12075,1
1330,swisttal,unknown,germany,30.0,"(26.0, 34.0]",swisttal_unknown_germany,41,11198,1
1331,lisboa,unknown,portugal,32.0,"(26.0, 34.0]",lisboa_unknown_portugal,89,6384,1
1343,bishop auckland,england,united kingdom,33.0,"(26.0, 34.0]",bishop auckland_england_united kingdom,117,1135,1
1361,wiesbaden,hessen,germany,30.0,"(26.0, 34.0]",wiesbaden_hessen_germany,41,12581,1
1368,hopewell,virginia,usa,22.0,"(4.0, 26.0]",hopewell_virginia_usa,124,5150,0
1372,frankfurt,hessen,germany,34.0,"(26.0, 34.0]",frankfurt_hessen_germany,41,3958,1
1375,dinwiddie,virginia,usa,59.0,"(46.0, 100.0]",dinwiddie_virginia_usa,124,3050,3
1376,peoria,illinois,usa,43.0,"(34.0, 46.0]",peoria_illinois_usa,124,8817,2
1377,swansea,massachusetts,usa,20.0,"(4.0, 26.0]",swansea_massachusetts_usa,124,11180,0
1389,trenton,michigan,usa,22.0,"(4.0, 26.0]",trenton_michigan_usa,124,11516,0
1395,santa monica,california,usa,39.0,"(34.0, 46.0]",santa monica_california_usa,124,10107,2
1396,santa barbara,california,usa,35.0,"(34.0, 46.0]",santa barbara_california_usa,124,10091,2
1399,york,maine,usa,41.0,"(34.0, 46.0]",york_maine_usa,124,12888,2
1403,virginia beach,virginia,usa,26.0,"(4.0, 26.0]",virginia beach_virginia_usa,124,12009,0
1409,farmington hills,michigan,usa,74.0,"(46.0, 100.0]",farmington hills_michigan_usa,124,3717,3
1410,amherst,new york,usa,22.0,"(4.0, 26.0]",amherst_new york_usa,124,319,0
1412,unknown,north carolina,usa,47.0,"(46.0, 100.0]",unknown_north carolina_usa,124,11727,3
1417,fort collins,colorado,usa,44.0,"(34.0, 46.0]",fort collins_colorado_usa,124,3875,2
1424,north avoca,new south wales,australia,46.0,"(34.0, 46.0]",north avoca_new south wales_australia,7,8098,2
1427,mililani,hawaii,usa,22.0,"(4.0, 26.0]",mililani_hawaii_usa,124,7245,0
1433,woodbridge,california,usa,54.0,"(46.0, 100.0]",woodbridge_california_usa,124,12767,3
1434,bethel,vermont,usa,70.0,"(46.0, 100.0]",bethel_vermont_usa,124,1059,3
1435,st. louis,missouri,usa,36.0,"(34.0, 46.0]",st. louis_missouri_usa,124,10869,2
1436,sault ste. marie,ontario,canada,41.0,"(34.0, 46.0]",sault ste. marie_ontario_canada,17,10164,2
1439,tilley,alberta,canada,30.0,"(26.0, 34.0]",tilley_alberta_canada,17,11415,1
1442,paris,ile de france,france,36.0,"(34.0, 46.0]",paris_ile de france_france,40,8697,2
1448,la mesa,california,usa,61.0,"(46.0, 100.0]",la mesa_california_usa,124,5895,3
1455,chehalis,washington,usa,29.0,"(26.0, 34.0]",chehalis_washington_usa,124,2117,1
1485,allendale,new jersey,usa,30.0,"(26.0, 34.0]",allendale_new jersey_usa,124,243,1
1486,montmorency,victoria,australia,75.0,"(46.0, 100.0]",montmorency_victoria_australia,7,7430,3
1489,somerville,massachusetts,usa,20.0,"(4.0, 26.0]",somerville_massachusetts_usa,124,10593,0
1491,sheffield,england,united kingdom,22.0,"(4.0, 26.0]",sheffield_england_united kingdom,117,10373,0
1499,lawrence,kansas,usa,24.0,"(4.0, 26.0]",lawrence_kansas_usa,124,6148,0
1500,brighton,england,united kingdom,58.0,"(46.0, 100.0]",brighton_england_united kingdom,117,1436,3
1504,iowa city,iowa,usa,35.0,"(34.0, 46.0]",iowa city_iowa_usa,124,5372,2
1511,cuyahoga falls,ohio,usa,25.0,"(4.0, 26.0]",cuyahoga falls_ohio_usa,124,2776,0
1513,oak hill,virginia,usa,40.0,"(34.0, 46.0]",oak hill_virginia_usa,124,8285,2
1515,bloomington,indiana,usa,27.0,"(26.0, 34.0]",bloomington_indiana_usa,124,1206,1
1519,raleigh,north carolina,usa,61.0,"(46.0, 100.0]",raleigh_north carolina_usa,124,9368,3
1530,hartsdale,new york,usa,26.0,"(4.0, 26.0]",hartsdale_new york_usa,124,4809,0
1535,virginia beach,virginia,usa,69.0,"(46.0, 100.0]",virginia beach_virginia_usa,124,12009,3
1539,calgary,alberta,canada,43.0,"(34.0, 46.0]",calgary_alberta_canada,17,1717,2
1548,brooklyn,new york,usa,28.0,"(26.0, 34.0]",brooklyn_new york_usa,124,1504,1
1550,des moines,washington,usa,15.0,"(4.0, 26.0]",des moines_washington_usa,124,2993,0
1554,lincoln,nebraska,usa,29.0,"(26.0, 34.0]",lincoln_nebraska_usa,124,6352,1
1558,normal,illinois,usa,61.0,"(46.0, 100.0]",normal_illinois_usa,124,8086,3
1559,manchester,new hampshire,usa,46.0,"(34.0, 46.0]",manchester_new hampshire_usa,124,6783,2
1570,brooklyn,new york,usa,28.0,"(26.0, 34.0]",brooklyn_new york_usa,124,1504,1
1585,albuquerque,new mexico,usa,29.0,"(26.0, 34.0]",albuquerque_new mexico_usa,124,190,1
1586,north muskegon,michigan,united kingdom,14.0,"(4.0, 26.0]",north muskegon_michigan_united kingdom,117,8144,0
